sentiment,txt
0,Atlantis I'm coming !  LOVE YOU MOMMEY  &lt;3
0,Nestace twitter u solarnoj oluji 
0,prep. 4 2nights BBQ 
0,"I'm getting off of twitter for the night. Brennan Hillard made my night, along with Molalalally!  Goodnight Twitterland! (:"
0,ugh sooo tiirreedï¿½!! ha goin mimiz.. 
0,I was hiding under your porch because I love you. 
0,@BoogieMom Can we play? 
0,@amicamia I have some Turkish friends since I was studying English in UK. I'd like to visit Turkey someday! 
0,@DAY26addict LOL Thanks!! 
0,@Yasmimmm  Thanks
0,"finally got her physics homework done, with the help of her wonderful boyfriend "
0,@jessward123 thank u!!  ps it was amazing u came all that way for our show. I was proud. x
0,"Only in WTN. http://bit.ly/7owek  - what, u guys don't like Breast Feeding? "
0,@SaraS85 I think its because my square head makes me unapproachable 
0,"@marti2124 not if i sell it to you, they wont. "
0,"@DENISE_RICHARDS good morning to you while gd nite to me in Singapore..I lost my aunt due to cancer too,hoping to do Cancer charity too "
0,"@FayeMarie17 hellooo  so im gonna meet ya in london? ;D haha thats cool, how are ya?"
0,all packed...again and ready for a fun couple-a days of graduation celebration! S-e-a-t-t-l-e here I come 
0,"@BrodyJenner Haha, saw the twitpic, lmfao!!! Hope ur havin a gr8 day.  btw, u hott!!! ~_^ lol."
0,"http://twitpic.com/6frem - Mixtape cover from 07/08  Did it myself! lol Check it out, wat yall think??"
0,It doesn't feel like Monday  @joechapman @star45 @caporal_chef @pinkpolkadots @TheLenzyme @crispast @angiece... ? http://blip.fm/~6j5a7
0,"@T_O_W_R @New_Dork Believe me, she doesn't care! "
0,Had sweet yum kitten times yday with some lovely friends..then dressed as Velma for my friend Dan's great leaving do at the chav Pav Tav  
0,@LaurelBunny your english is just fine... don't worry about it 
0,@skullkingdom  my 1st time here. Going sightseeing today. Then work.
0,Sold and relisted: Pink peacock stud earrings 4.50$  http://tinyurl.com/df7qh9
0,EMA: my bby is soundly asleep! 
0,@DaintyDoll bless you for trying to get me more followers 
0,Interesting article written on response to mine  http://bit.ly/PC0hQ
0,1 year at CIQ... and 23 
0,@MicheleKnight ty for the link 
0,Listening to music 
0,@Emily91692 Well that's no reason to get your undies in a knot..lol. I'm feeling GREAT actually..awesome SUMMER!! 
0,@oakkoa Shi-booyah is best  Like Mr Pwnyaaaah
0,@DopeAlicious calm down ma!  hard Not to love @chicodebarge !! W8ting on July 14th! U still @ the salon? I hate that ALL DAY ish!
0,@chrishasboobs tell your pillow i love it too 
0,@hillgracee  hillllllary! your background showed up  its lovely now you just need your picture
0,@AashishBansal Yeah. I am so glad it finally has arrived! 
0,@christenstrang aw! thanks love  xo
0,@aristocat123 - thanks for letting me know 
0,@millowski Gotcha. Slow processing 
0,setting aside some thoughts on how sweet and great my friends are. i love you all! nina and max made my day 
0,@LindseyAtVeeTea Heh.  It's a chocolate class. 
0,"@TracyeDukes Hey Tracye, good morning! "
0,fending off for the night i cant remember  feeling so optimistic these days 
0,@poppymom Sounds like a play date for mom too! Good 4 u 
0,@Frances3000 lol. That's what I did to find more VF tweets. 
0,@organdonor4life Yeah for real between posts it is about 20 minutes to get each one of yours! 
0,http://twitpic.com/4guln - Boys who make my day. 
0, im up and IIIIIIIIIIIIIMMMMMMMMM READY!!! I'M READY I'M READY I'M READY I'M READY lol 
0,"i just made the best turtle ice cream pie everrrrr  btw, happy (soon to be) mothers day!"
0,@Natalia_Marie I love Robert Downey Jr..  always have...  Hugh Jackman is good looking too..
0,Nothing like breakfast for dinner 
0,"@CiMarsLover hi darling i'm ok i hope u too. no, i'm sure u too "
0,"@HannaK30 Which game? the guys game right?    our game was brilliant, we won Rakvere JK 7:1, my first game in league."
0,"&amp; my dreams will come truee, no matter what ! "
0,Oh my I can't sleep! Lol idk why but I just wake up! Lol morning 
0,How about Black Label ? 
0,"the blog is growing steadily now, keep them visits coming people  All the latest Nokia S60 Apps, news and reviews @ http://bit.ly/lMa53"
0,"I love robyn, bethany, faye, Laura, amanda, emma, sarah and mr aiden "
0,"chopped up banana &amp; cornflakes, breakfast of champions  Your ratio of potassium to salt should be at least 5:1 - get healthy"
0,Good Night World!  - #ThirdRockFromTheSun
0,@Britopian  pretty sad -... have friends over there as well- tough times
0,@AmazingPhil good luck! 
0,@DawnHeinle thats the one 
0,@gourmetads Thanks for the @beehiveapp #followfriday mention! Any food and/or wine bloggers/webmasters? Check out @gourmetads now people. 
0,@nsmithmorgan You crack me up. I get your jokes 
0,"Off to the first grade awards ceremony. My son left a note in my purse.  &quot;Dear Mom, Don't forget the camera.  I love you.&quot; How sweet "
0,people are so funny. 
0,Just came home from work. Off to gym. the most masculine day of the week...  Weather looks bad and it's getting worse... cant stop smiling
0,@ox_grace yupppp. meet @ian_watkins 
0,@bettinalove Haha. I think being able to see Carlisle's natural skin tone on the back of his neck against all the white makeup bugged me 
0,Wow. this girl is amazing 
0,@RealHughJackman Bali's a nice summer getaway 
0,@mollyyyyyyyyy I'll save you one 
0,"Finally, finished the exams "
0,@FuzzyMonsters sorry iv been so crap... amazing gig btw  hope you had a good night!!
0,Eating chocolate 
0,just got a wii 
0,good night  hopefully i won't wake up with this headache again :/
0,@kimbercs  whoo!!  mike is my fave.. have you heard their new CD?
0,@TouchReviews_PR Anytime dude  did u find the Yahoo! Wordpress installer package?
0,Just saw Drag me to Hell. It was pretty weird but ok i guess. Ohh what a busy day. Gonna go watch the Roseanne marathon as I go to sleep! 
0,@TinaChau no more records!!! 
0,@Richaun I told @Jennifer_10_25 and @trellthms that we need to have a reunion . . you must be there too  How you been?
0,@ItsDely Meeee  
0,gotta love me some Frappaccino and Almond Joys   yummy-licious! lol
0,First vote 
0,Came back from the pool.man I got tan!! Haha. 
0,is pumping @themaccabees out of her new &quot;ka&quot;. so happyy 
0,Babysitting with Brittany Star &amp; Chelsea! The kid fell asleep so we're having great fun! 
0,"Think I should go to bed, cause I have exams and shiz, this week. Pretty much the worst thing but I am going to be positive "
0,"@capin well, right now my phone &amp; a pencil. I don't have pockets today &amp; decided my boot was better than carrying them "
0,@JanetUrsel Learn something new every day. 
0,@Caprismama bring something for baby to suck on to lessen ear popping!  safe travels!
0,"@backseatgaffer I can understand Star95, but you listened to WLTQ and WEZW as a teen? Wow! Mature musical tastes! "
0,Ugh balls I'm jealous....oh wait ill be in Cabo tomorrow 
0,http://twitpic.com/6rjns - Yummm! Apple and Muller light vanilla with dark chocolate 
0,@geo7 it wont be miserable for at least 2 weeks tho 
0,Went to the mall today. Good times. 
0,Happy birthday Grandpa! 
0,@junal thanks a lot for the link 
0,ughh baseball game canceled ...woke up early for no reasonn now im yawning 
0,@squirrelrehab Thanks SO much for the #followfriday !!! Very much appreciated 
0,"@MissTsensual Morning Miss T, enjoy the scorchio today "
0,@tumpapinaction working on her own. she started a consultancy firm with her former boss. Keeping our fingers crossed for her. 
0,burrr COLD! timebed (? hahaha bye twitters 
0,@kaosonline oh k hun! thanks for letting me know 
0,@Savanahp Thanks 
0,@THE_REAL_SHAQ u r welcome. and u do a great job brightening days. u just made mine brighter. keep em laughing. i'll keep em rich. 
0,"@azulaco I know I know, that was lame.  But aww, all the best on your endeavor!"
0,@Sheima_op I like it!! 
0,msn is the place to be like 
0,@AlexBoxall yeah I don't mind 6... but 5:30 is really pushing it 
0,"is in a very creative mood and is working on a couple of graphics while watching a couple of movies,  one of her favorite things to do!"
0,@sup_ashley OH REALLY?!  
0,"So, @danudey would like to take my funky old desk off my hands. Is there anyone on Twitter in Vancouver with a truck that can be bribed? "
0,@megelder wha??? Oh--hi!!  AfterEllen has woken me up some so I shall now be starting. How are you?
0,"@anthonyamor and enjoying Paris, cant wait to see Moz on Friday in Lux. Thanks for being so nice to us  Martina"
0,"Volunteering to eat homework on ABC Science Matters Mailing List, The offer stands for everyone. "
0,"@LaurenConrad you are 1,000,000,000,000,000 times better than heidi montag!!! "
0,"@Kaschua no!, just didn't know if you thought putting stuff on your cat was phobe instead of phile. Glad kittys like the dome. "
0,@LoneWolf964 Hey how u likin DateTwit?U seem to be warming up to Twitter well! let me know if you have questions 
0,â_â &quot;Doctorâs Killer Is Not Alone in the Blame - NYTimes.com&quot;  The 1st Amendment can be so inconvenient.  ( http://tinyurl.com/n8nejl )
0,"@samitbasu i know, i'm sorry, but i'm madly competitive about most things. odd, since i never had siblings. "
0,@BibatheDiva ahhh ur still with 'him' thats awesome!! im very happy for u!! 
0,Just left. It was gorgeous! Music is amazing. Now i have to rewatch james bond movies 
0,"@ktthelibrarian yeah, i read a few diff sites and still couldn't get it, but travis helped me figure it out when he got home from work "
0,@derekfisher congrats! good job!  you guys kicked ass 
0,"Decided I could handle an overdue all-nighter, since i have been diligently following a working-woman sleep sched.  go me."
0,There is nothing better then rain while working in office 
0,@0rch1d tq..more please? 
0,"Morning, TwitFam..HAPPY FRIDAY! Hope everyone finds a good cookout and stays safe this weekend - I know I have that covered! "
0,Done  accomplished and yet... nervous x]
0,@darkmerrick heh. The movie itself wasn't bad...just depends on what you expected from it. But yes...Sam made it so much better 
0,@merder4ev then we can go to boston and watch a Celtics game 
0,Princess attire once again. 
0,"@smashleeeeee now that you have a car, you can come see me ALL the time "
0,@RyanfromWLC 
0,@melodisera hehehes. HECK yeh! you`re hell mature. its a good thingg.... nawws. your room should be awesome right now. happy is good 
0,Blog's almost back up! I recovered all of the old posts. 
0,@ljmecca or @smdouglas would attack the broker  hope you're having fun in NY!
0,"made a video  editing it noww, if this stupid video editing program will work &gt;&lt;"
0,http://skipall.com/8p.png  The come apart easy enough 
0,@tommcfly Enjoy the movie  Do Ya remixed by the french mcfly team http://bit.ly/19eKNH
0,http://slingalink.com/eVicE1 my daughters kindergarden  !
0,@yolie81 which coffee? 
0,"@WookieeChew Yeah, it's cool!  Well, I better get off.... Goodnight, Wook! "
0,"@tara_cain @bloggerdad I do some PR, but more blogging, journalism and training. Don't get me started on how they all go together "
0,http://twitpic.com/7jntt - Trying to get my tv to work. 
0,@Biatrice07 I KNOW.. WHO ELSE IS ON THE DAMN TEAM? THEIR ALL GAY! 
0,"@spongeproject thanks, mate!  glad you like them  "
0,Check it out PHASES is on #iTunes!! Search &quot;chris davis phases&quot; and download 
0,@jezztella Hi! Try http://bit.ly/LBEcV or http://bit.ly/noj4Z. You can also chk out the other listings at http://bit.ly/1af3Cn  Enjoy
0,In amys  Ive just painted a masterpiece! Hahahaha
0,i find John Mayer's tweets mighty entertaining for a hearty laugh...so thanks John 
0,@belbys2010  i love you tooo!
0,"After four months  iPhone 3GS is it, baby.  Will happen on Friday."
0,@ROD_ONE Thank you 
0,Tweetie Testtweet #testing #tweetie 
0, I'm gonna have some ramen and play a FF game... haven't decided which yet.
0,Ethan Brown just hit a home run so now its 4-3 clemson tigers over florida state Ethan&amp;Sam 
0,I found the perfect local arcade about 30 min   www.gamegalaxyarcade.com/arcade.
0,@LiliCosic the last drawing you shared - that was good  Seriously - do share the painting 
0,Just got home from work! Time to farm 
0,@kathroom Thanks for that - we may avoid it then: no sign of it just yet anyway.  
0,Blue skies and lots of sun.. my favourite weather today 
0,@ddlovato omgosh this is sooo sweet! im glad theres a camp rock 2  http://bit.ly/5NVEN
0,"@JesseMcCartney hey jesse, my name's jessa! weeeeeee  haha! hope you'll come to the philippines soon!"
0,@Alyssa_Milano I agree! Use Twitted how you want...you go girl! 
0,"Dancers, Dance Teachers &amp; Dance Studio Owners, How can I help you ? "
0,is having fried galunggong for breakfast... yummy!  http://plurk.com/p/x33e0
0,"@sandrafoo u must know where to park! if ure there for a quick shopping, park in one world hotel! "
0,Going to Hobbycraft now 
0,Goin' to bed. 'Night all! Love ya. 
0,"...Sittin on a Mtn top, lookin at the stars... I see Satellites Alllll over the place!!!! "
0,happy mothers day to all dominicans out there 
0,@CarterRonson  Cool. Im Really Choked Up Though. I Feel Incomplete Like That Sisqo Song
0,BEST SONG IN THE WHOLE WIDE WORLD - CALLIN ME - LIL ZANE FT. 112 `SIF IT DOESNT MAKE U WNNA B A RAPPER 
0,"With my lily bear. Thank goodness, I missed her so "
0,@jackalltimelow you should come to jakarta soon. There's a lot of ATL fans here  so bring the party bus and turn our party scene mood on!
0,@Busymom Love it. Mom's can't win!  PS Thanks for the full disclosure ;)
0,"Two Grand-you were my winners dudes!!  well done Diversity, amazing moves! Nevermind Boyley we still love you."
0,"Tool, are you fucking coming to the Bay Area? I know how you like us so much "
0,@nycnicole yeah. i don't recommend it. on a happier note - enjoy boys' night. 
0,@bxojr You're funny. 
0,nevermind.. found it 
0,"don't trust a hoe, never trust a hoe, won't trust a hoe who won't trust me "
0,@candicejarrett I'm fine thx for mail  I think it's better if you find moderator who lives in US as well.  sorry for the trouble.
0,"ahhh sleeeepy.... but my nan's here yay, family time "
0,"@starpadilla lol so, I don't really understand Twitter quite yet! But I JUST got your reply to Chipotle. And thats cool "
0,@barnaby3 I saw them a few on this tour a few months ago in Boston. So good! Glad you finally got to see them 
0,@princess2293 Sorry Oh great one! I forgot. hehe But I still want Shrinking Violet! Dont forget 
0,Im having a dinner with my family 
0,@mringlein Hopefully you remember meeting ME last night. Because I'm unforgettable. 
0,@Huskymom You are very welcome! 
0,@bennyboytheman lol i would never 
0,@TikiTales OK !!! Im presuming its night where you are....Its evening here and still light....x Enjoy stars    xx
0,Feeling like a bit of Laksa at our favourite Laksa place 
0,do you think 140 characters are enough to update myself here in twitter? just wonderin'! 
0,"Watching Mythbusters  Oh, how i love Jamie and Adam! &lt;3"
0,@langforde you really need to get out more 
0,@trent_reznor Well then consider me the largest sissy of them all 
0,@LironD i love you 
0,@mitchelmusso  I hope you're having an amazing tiiiiime! 
0,Well i really need money and it helps that I'm making some from what i really love to do 
0,is listening to Jill Scott. &quot;I think Its Betta.&quot; b/c that is exactly how I feel on this day!   &quot;Can't Let hIm GOooO.&quot;
0,I wonder why they don't have good tv channels in Kentucky? 
0,is watching Beetle Juice! 
0,@chemicalguy Lol  my bad.
0,@tariel22 If you want to follow Craig from Ksite (and his spoilers) he's @kryptonsite and Ausiello is @EWAusielloFiles. 
0,@Cupcake_Dollie Hey whore. 
0,We are going to be Live in about Five Minutes  http://www.blogtv.com/People/therealahu125
0,@weirdFishes you're very welcome! I love reviewing free apps as much as downloading/using them! 
0,"@Boy_Kill_Boy Will say bye now.. bed time soon. See you later, male prostitute "
0,@davidderaedt I'll kiss his ass for you 
0,"@kennethson coming in with the bad Dad jokes, is there something you want to announce? "
0,"@RealJessicaAlba i think its really cool you interact with people on twitter, most celebs don't. it shows a lot about you "
0,"@leftwanting hey, did @sarah_marina's song pass already?! I'm listening to NKairplay now! "
0,@awesomecyrus  shes really tiny
0,FINALLY just got to talk to her mom on Mother's Day! Thank you UsCell for some free roaming minutes so I could talk to her while in Vegas 
0,Back at the daily grind....but wait!  It's a short week for me - and leading into a holiday weekend.  
0,@livewire413 I bet yours are 1000xs better though  can you write music? I can't.Lookin 4 sum1 to write it 4 me!
0,@MarceloV thanks! 
0,"Working the national karate championships in Irvine, CA. "
0,mall with my mommy 
0,Suppose sales this month aftermath will be a new revenue record for me 
0,@hwhardana have a nice flight! Titip doonggg 
0,@Brannu1 A drink always puts a  on my face. lol
0,I'm so happy the Wings are up 2-0  Never thought that'd happen. My being happy I mean
0,"@lindseyjdouglas Yay, I feel better. I wanna see Drag Me To Hell! "
0,is jammin' to music...and is loving the warm weather! 
0,Thank you ice cream for cooling me down. Now I can go enjoy more carnival fun 
0,@tommcfly you should try those games which you have to guess the rules to...there epic...took us 2 hours to solve them  NO JOKE!! haha
0,@ChesterBe i love the sound of your cookie. it's...ehrm...crunchy... lol.  looking forward so badly to seeing you on august 2nd. 
0,@deeyouareoh Thanks! Be sure to retweet and vote often! 
0,"Gaah, me thinks there should be plans for tonight "
0,and we got married 
0,Woo CAVS.  Happy Mother's Day! 
0,Trying to do English coursework. I'm halfway through atm 
0,just had to lay the smackdown when Doug denied that George Clooney was on the Facts of LIfe (1985-1987). I heart IMDB 
0,Driving to visit my mom at work. Hope i dont get lost! Lol  
0,Hit the ball good today 
0,@Blue_Rose @Calyndra_7 This one  If fail whale will stop mucking us up...
0,italian food. guitar hero. master chef. vince's place is awse. 
0,"@Sassette yes yes, I've been to his house and stuffffffff.  I will show you around when I #seeyouinmemphis!"
0,@arisaja *following* thanks mas bro! 
0,"Listening some great fucking music, A7X &quot;dancing Dead&quot; Some good shit "
0,&quot;@mileycyrus&quot;you are the best!!!! I love you  can you give me your e-mail???I want to write with you but I cant =(
0,Yard = Raked. Flowers &amp; Rhubarb = Planted. Garden = Tilled. Rain = Labor-free Watering  Tomorrow = Plant Vegetables?
0,"Narrowly avoided a bad hangover, that was close. Feelin better now, ready to go out "
0,Whoop jetski time...lol this is the start of a GREAT summer 
0,Getting dressed and gonna go feed the baby.  
0,"@SirSeymour i bot fanno ricerche su keyword, se ne fregano del &quot;#&quot; "
0,@JayeMonique lol yesss fun!!! Lol ima text u rite now ahhh how I love to smile now lol 
0,@lizyap good idea. 2moz we'l have a huge performance and we'll make michael cera join in too 
0,@lolaaugustine I feel your pain.  
0,Sun is out here  @ http://is.gd/Lo0g
0,Going to bed late or waking up early?  Can't tell the difference right now. 
0,@fakkedap that sucks! Have a good trip tho! 
0,@MissJosephaO  No way. You look very pretty!    And that's a cute dress!
0,@yahoonewsfeed Our Children WIll Blame Us for Global Warming   http://tinyurl.com/qc5szn
0,@WhoaItsJonathan exactly!!!! i was just saying!!! 
0,@diegochi I'm driving in the same stuff..its not bad 
0,Plus totes didn't do hw all day 
0,@KChenoweth NIce character name &quot;Denny Downs&quot; Did you have something to do with that one??? Too funny! Loved the episode &amp; your song! 
0,"@ddsy Haha!  Was today your first day, too?"
0,"@jadeofjades Hi jade, how r u? Just wanted to know what kind of music will u do if a solo project is planned? Hav a good day "
0,"not feeling good, But I like reading peoples status's  LOL"
0,just got off the plane in boston  i need FOOD!
0,@howsta No I got another position at another company. 
0,"Its one of those mornings where I'm asking myself &quot;Oh brother, what was I thinking!?&quot; And yet I can still say- &quot;totally worth it&quot; "
0,"I'm giving up Diet Coke for good, It is official! It's been a long 16 years! Now what?? "
0,@Leslie_Mills great voice dear! Great! 
0,Ooo its raining hard i love it! 
0,@kayte_girll I mostly like pop and stuff like that. But I love all of taylor swift's songs!! 
0,Been curled up in a big blanket all day watching movies and eating soup.  Come join me
0,"Lonely, Lonely, Lonely,Lonely don't you go changin for me&quot; - Lonely, Lonely "
0,"@scoopie77 No soda for me either. I worry, however, that Pepsi and Coke profits are in trouble now!           #PABL"
0,@BeeScrapping: oh thats good that your starting to feel better 
0,@emtaylor how nice  Here in Holland the weather is perfect too! 
0,@babyphat http://twitpic.com/68qrz - Wow! Is it time already - blessings to you 
0,@JamesSmithComic -&gt; http://twitter.com/SarahSharples/status/1833876536 
0,@azwinandy @linakumpie @rudylightroom that's y u should just get a Berry 
0,(@omgalyssa) three way high five! 
0,@MandyyJirouxx im watching a bunch of miley and mandy episodes  hahah you and miley are the bestttttttt
0,Awhh tylers such a cutiee 
0,@RachieRach3 don't think about Oreos. Think about chocolate. Helps me mask my pains. Good luck at docs. TOY! (Thinking Of You) 
0,&quot;We could sit around and cry but frankly your not worth it anymore.&quot;  &lt;--story of my life. 
0,@fionagmr aww i make you feel warm and fuzzy ehh? wou'll get some more of that on sunday  lol i wrote dunsay before 
0,"Decided to boot Vista after a few months of hiatus... spent two hours updating, forgot the original reason for booting Vista... gave up "
0,@krismap I was joking...poking a little fun your way. I hope I didn't draw undue attention your way. 
0,"@soulboykirk ahhh,its all good,it was a pretty decent soundtrack though "
0,"@denver entao, problema eh p eh pago. Nao rola crack? O twittix eh free "
0,http://twitpic.com/6suvy - just hanging out 
0,On my way to cedar point with shawn Hilary and brian 
0,@giorgycarolina lol been there done that 
0,"Folding warm laundry just out of the dryer - not so great for the environment, but strangely relaxing "
0,#followfriday to similar mission  @ThankYouSoldier
0,I wonder that the songs sound like on @ddlovato's new album HERE WE GO AGAIN...I guess i just have to wait for July 21st 
0,@hotdogjake you didn't hear it from me 
0,loves the new YSL shoes 
0,its a terrorist outfit in SL. Now its no more 
0,@crashkings hey I love ur album u did a amazing job with it I wish u the best in ur career 
0,@johncarneyau really? where? - pics or it didn't happen..  and here i thought my fingers had magically invented a new thing.. *pouts*
0,Is tanned n ready for the bank holiday 
0,@ScottDavis you fat bastard 
0,@svencharleer So I've learned in the video-review  I don't really follow all this video-games news... WANT though 
0,Made kiana a get well cake 
0,"@BecBeckybean oh, it was loverly.   cloudland for dinner was fantastic!"
0,"@juliegrrr tsssk, can't beat the sound of rain pattering on your fly-sheet while you're wrapped up in a warm bag with a mug of coffee "
0,leaving for graduation in like half an hour 
0,@WILLDAY26_LOVER thank u so much! i wish u nuthin but success in your acting/modeling/songwriting career! 
0,Empire of the Sun - Walking on A Dream   â« http://blip.fm/~7so3u
0,@kpeneyra That looks really cool! I think I have to let him go to Vegas first though. 
0,chinese foooood 
0,i will rhyme for beer 
0,going to the park then t' tooon 
0,@MATTHARDYBRAND I love thai food  I love thai iced tea. lol
0,"wine, burgers, and a keg (reward for a hard day of cleaning) party on the roof deck toniiiight "
0,@countryfile will have to see if there's one near us 
0,This was a fucking great saturday like fucking aweeesoome en este tipo de dias amo mi vida los amo a tooooodos 
0,@amiebell_x OMG you're going to that??? ME TOO  I can't wait.
0,home and exhuasted.. but i had a lot fo fun. 
0,@Rawrrgasmic pull your cord? that's just wrong! 
0,@spencerpratt I dont get why u left in the first place? please explain 
0,"The New Leopard-spotted Bengal kittens are starting to walk now, lol!    http://BengalFrenzy.com"
0,@WONKAnation ... Infront of the merch booths at the back to the right. Come find me if yiu want 
0, AP Impact: Weak security enables credit card hacks (AP) #Geek #WebTech #News http://tinyurl.com/nut6ga
0,@jedw @awicher about 8.15 (ish)? i'll tweet when i find out more! 
0,@TraceeEllisRoss thanking we for the girlfriends re-runs 
0,"Just woke up. Alot of drama last night with the death of a pet, don't wanna get into detail. I'm gonna try to have a better day today "
0,@wethehunter happy 5 year band birthday for tonight  hope you guys have an awesome night
0,"@faketragedy I'm doing great, thanks for asking  how about you?"
0,Chillaxing in Hyde park 
0,"@soporificfrog nah, you aren't  i want to be drunk! "
0,"Is at Roxy's, Gonna listen to sum Uncut, New Academis and Radgolls "
0,"@Natallini A nice little 30' wooden sailboat. Classic. Not terribly big, but quite handsome-looking. Got lots of oohs and aahs coming in "
0,"after 12 minutes of twittering, I have decided it is kinda fun and rather cool "
0,"I finished a painting today that didn't make me want to hork. I'm regaining some technique, getting control of my brushes again. "
0,@lauraduhaime Hello How are you 
0,@SoxJetsFan Glad you are ok. lol. Just bought it. 
0,Smh ain't sleep since yesterday but ii def had a heart to heart w| @milliondollarmo 
0,"@wksmith72 Ok, baby!  Talk to me later, k?  "
0,Decided on having #Cornflakes for breakfast and sparing the #Marshmallows for making #Smores  at the next #bbq... 
0,@JosephRanseth @TamaraSchilling You're Welcome 
0,"The sun, the sun!!!!! I was beginning to wonder  Taking kiddos to school with Yerba Mate in hand....life is good!!"
0,#asot400 AIR FOR LIFE... so many hours spent with this song learning how to use loops. 
0,@nursedoublek have someone help you with the makeup...you gots to go out looking fine  and have another shot
0,@exalen How did you know? I am currently on my periods.. so don't blame me 
0,"Loving '50 ways to find a lover' the more i get into it. A laugh out loud book, highly reccomended. "
0,"@Laurent_Brixius I forgot to add a #humor hasthag to it  the source:  http://bit.ly/IKzKE -- but as every joke, it includes some truth ;)"
0,@Jonasbrothers &lt;3 my boys are amazing 
0,Currently supporting my buddies at spelling bee competition. Ged made it to the finals! 
0,"@JTHawthorne Hey, I haven't been on today.. I know you prob wrapped vocals for the day, but I support you!! Stay strong "
0,@lindsaylew Michael loved the Monstars...had all those toys except the red one which took me about a year and WAYYYY to much $ for it.  
0,has facebook 
0,Morning Twit heads.... This morning I'm laughing at moped Len 
0,@niknice I totally feel you sis!  Boo hoo bye-bye 
0,@nat1101 im going to a resort with the grandparent. 
0,"@sishizaki Thanks!   Just for that, I'll stop hiding cups in your room.... for today."
0,@Gingernyc u tried the live boots sites  ?  http://bit.ly/6pich   http://bit.ly/PvRIa  http://bit.ly/AioCU  soundboards mainly. Gems 
0,just had a sandwich and a frosty one in the sun 
0,"@LolitaDollie Eh, it's called a &quot;retweet&quot;, means they found it particularly awesome/interesting and wanted to post it themselves. "
0,@AlanaJoy I get you...I am with you 
0,will be at UofL for the next two days 
0,its okay to be fat on holiday 
0,"@caronmlindsay, Totally agree "
0,got a new car and i love it!!  
0,@tayIorswift13 i love your new song  -ox
0,@KirstyHilton Aww i am glad he stuck up for Nicola! 
0,"Had a good day Sunday, I'm enjoying my new circle of friends! And I'm happy cause I  got 2 C my b**. "
0,@ericg622 tweet tweet tweet QUACK oops! Wtf? Tweet tweet tweet 
0,@gokeygirl80 Thanks Lori! 
0,"@janine_j9 I love supporting Michael. Even if he weren't a singer though, I'm sure you'd be attracted to him in some way, riight? "
0,@MamaBee4 Damn flying bugs!!! Enjoy the rest of your afternoon 
0,"@MsTeenaMarie I love u too, &quot;since day one!&quot;    And you know New Orleans loves you.  See ya for Essence Fest.  Good night!"
0,@pcfhjeff I just downloaded your EP and I really like it 
0,"@shawnieora I heard about your Musical on the Tonight Show  with Conan O Brien, good luck "
0,'tis the birthday of my most wonderful pup today 
0,is excited for this week  http://plurk.com/p/uizei
0,"@TOLJAH: FF is FollowFriday, a blind 'Shout Out' recomendng ppl U like 2 follow.Goto http://twendz.com &amp; srch 4 followfriday 2 C! "
0,"Ah the sweetness of having faves playlist to listen to in the dark of night. Atm: kd lang, John Mayer. "
0,@colorava hi ava!  u gotta get yourself checked. chest pains that wont go away are always a bad sign.
0,got my prepaid smartbro loaded for plurking..  http://plurk.com/p/1189a9
0,"@SomeURL Its really simple, you don't!  They go into a black hole, never to return."
0,"@CaleighBenson love you too, boo "
0,#e3 Yay #Starwars!   That music never gets old.
0,@the_atilla and of course it's started already  http://bit.ly/psuXG
0,"@AliceArmstrong alrighty then I will!  Everyone, follow up-coming superstar @AliceArmstrong for daily entertainment "
0,@pamjob hiya.. im looking after @anz_rocks19 
0,Packing for CO now while getting ready for work. Or rather sitting in meetings all day!!! 
0,Great day for garage sailing 
0,just finished her exams. life's good. 
0,i love my new. and I hope that this week goes alot better than last week 
0,Sharing my musical skills tonight...lookout world 
0,@NickACarpenter HIIIIIIIIIIIIIII!!! :WAVING AT U GUYS!:   
0,@HotNadia Thanks. I may just have to add two pairs of panties into the equation. One for auction. One for the raffle 
0,House to myself   Back to the grind of EVP/Audio review
0,"ahhh yes, Supernatural tonight "
0,Good Saturday Morning   I'm off with the family to Chuck E. Cheese for my son's 4th birthday party.  Pizza and games is just about perfect
0,"Barenboim talking about suffering, pain, pleasure, philosophy, music and life. Seeing more and more why he was Said's friend. "
0,@smiley49 I did the same thing in NOLA 
0,"gettting lots of snacks and watching movies on my comfy couch, text me - 5086422171 "
0,1st day of back to school isn't that bad 
0,@ThisisDavina Pairing up your socks would be an interesting BB task 
0,"@Melissaismyname Well....I was hoping so, but they've been stiff and sore since wednesday?!?!  Not as bad as they were a few days ago tho "
0,Omg call from old friend goes on for hours 
0,summer rocks 
0,@jofstar  Thanks for the recommendation  #followfriday
0,"@imninnkeeper And you will have sorrow again- we all will- but we are all brilliant at figuring out what we need, when we need to cope. "
0,getting ready for a meeting with the creative department. so many designs to do... 
0,"@melaniehallcc sounds like your a little cranky, maybe it would be in your best interest to go to bed early "
0,going to take pictures with my cousins amd its starting to get sunny out. 
0,"@garethjcampbell Yep, I think they are fascinating "
0,Good luck to all the SD RnR marathon participants this morning 
0,@missrachilli Hope so 
0,Just crossed over into Mississippi. 
0,@laura_ashley Happy Birthday!! 
0,MTV MOVIE AWARDS WAS AMAZING 
0,"@epiphanygirl hey love,goodmoring "
0,"going to bed, had such a lovely weekend  miss it so much hahah. night! x"
